大**2,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 12:59,成交
黄**雁,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,8000,2013-11-12 12:59,成交
l**8,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 14:02,成交
浙**人,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,50000,2013-11-12 12:58,成交
m**5,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,8000,2013-11-12 12:57,成交
j**9,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 13:02,成交
w**i,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 13:39,成交
m**6,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,20000,2013-11-12 12:56,成交
大**2,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 12:55,成交
z**f,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,10000,2013-11-12 12:54,成交
x**1,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:54,成交
c**v,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:53,成交
艾**7,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,3000,2013-11-12 12:51,成交
小**妈,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,3000,2013-11-12 12:50,成交
饿**猪,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 13:12,成交
林**0,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:49,成交
y**6,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:48,成交
z**0,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,20000,2013-11-12 12:44,成交
c**v,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:44,成交
k**g,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,30000,2013-11-12 12:46,成交
雅**主,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,15000,2013-11-12 12:43,成交
d**3,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 12:41,成交
z**7,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,8000,2013-11-12 12:39,成交
l**n,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:38,成交
n**n,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:38,成交
l**6,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:37,成交
l**o,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 12:35,成交
王**5,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:34,成交
s**7,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 13:30,成交
a**x,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,3000,2013-11-12 12:35,成交
c**5,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,20000,2013-11-12 12:35,成交
王**5,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:33,成交
无**崽,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:33,成交
a**r,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:35,成交
f**7,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,16000,2013-11-12 12:32,成交
王**5,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:32,成交
阿**拉,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,10000,2013-11-12 12:41,成交
许**6,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:30,成交
戚**q,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,2000,2013-11-12 12:30,成交
纸**3,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,40000,2013-11-12 12:29,成交
墨**0,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,19000,2013-11-12 12:30,成交
郁**柳,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:27,成交
l**o,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,10000,2013-11-12 12:26,成交
c**2,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,4000,2013-11-12 12:26,成交
t**3,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,20000,2013-11-12 12:25,成交
l**3,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,20000,2013-11-12 12:24,成交
c**h,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,10000,2013-11-12 12:24,成交
灯**灯,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:24,成交
w**k,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 13:04,成交
w**r,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:21,成交
q**4,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,1000,2013-11-12 12:21,成交
享**爱,（匿名）,易方达聚盈A债券基000429首期约定年收益率百分6双十一理财特别版,5000,2013-11-12 12:52,成交
